Entry,Name,Position,Pathways
572,['(RefSeq) BCL2 associated agonist of cell death'],11q13.1,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04022', 'cGMP-PKG signaling pathway'), ('hsa04024', 'cAMP signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04140', 'Autophagy - animal'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04510', 'Focal adhesion'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa05010', 'Alzheimer disease'), ('hsa05014', 'Amyotrophic lateral sclerosis'), ('hsa05020', 'Prion disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05145', 'Toxoplasmosis'), ('hsa05152', 'Tuberculosis'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05215', 'Prostate cancer'), ('hsa05218', 'Melanoma'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05221', 'Acute myeloid leukemia'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05417', 'Lipid and atherosclerosis')]"
5366,['(RefSeq) phorbol-12-myristate-13-acetate-induced protein 1'],18q21.32,"[('hsa01524', 'Platinum drug resistance'), ('hsa04115', 'p53 signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04215', 'Apoptosis - multiple species'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05210', 'Colorectal cancer')]"
7157,['(RefSeq) tumor protein p53'],17p13.1,"[('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04115', 'p53 signaling pathway'), ('hsa04137', 'Mitophagy - animal'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04216', 'Ferroptosis'), ('hsa04218', 'Cellular senescence'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa05012', 'Parkinson disease'), ('hsa05014', 'Amyotrophic lateral sclerosis'), ('hsa05016', 'Huntington disease'), ('hsa05131', 'Shigellosis'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05210', 'Colorectal cancer'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05217', 'Basal cell carcinoma'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05417', 'Lipid and atherosclerosis'), ('hsa05418', 'Fluid shear stress and atherosclerosis')]"
5925,['(RefSeq) RB transcriptional corepressor 1'],13q14.2,"[('hsa01522', 'Endocrine resistance'), ('hsa04110', 'Cell cycle'), ('hsa04218', 'Cellular senescence'), ('hsa04934', 'Cushing syndrome'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05212', 'Pancreatic cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer')]"
7185,['(RefSeq) TNF receptor associated factor 1'],9q33.2,"[('hsa04064', 'NF-kappa B signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04668', 'TNF signaling pathway'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05222', 'Small cell lung cancer')]"
7186,['(RefSeq) TNF receptor associated factor 2'],9q34.3,"[('hsa04010', 'MAPK signaling pathway'), ('hsa04064', 'NF-kappa B signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04141', 'Protein processing in endoplasmic reticulum'), ('hsa04210', 'Apoptosis'), ('hsa04217', 'Necroptosis'), ('hsa04380', 'Osteoclast differentiation'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04622', 'RIG-I-like receptor signaling pathway'), ('hsa04657', 'IL-17 signaling pathway'), ('hsa04668', 'TNF signaling pathway'), ('hsa04920', 'Adipocytokine signaling pathway'), ('hsa04932', 'Non-alcoholic fatty liver disease'), ('hsa05010', 'Alzheimer disease'), ('hsa05014', 'Amyotrophic lateral sclerosis'), ('hsa05016', 'Huntington disease'), ('hsa05017', 'Spinocerebellar ataxia'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05130', 'Pathogenic Escherichia coli infection'), ('hsa05131', 'Shigellosis'), ('hsa05132', 'Salmonella infection'), ('hsa05135', 'Yersinia infection'), ('hsa05160', 'Hepatitis C'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05222', 'Small cell lung cancer'), ('hsa05417', 'Lipid and atherosclerosis')]"
7187,['(RefSeq) TNF receptor associated factor 3'],14q32.32,"[('hsa04064', 'NF-kappa B signaling pathway'), ('hsa04620', 'Toll-like receptor signaling pathway'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04622', 'RIG-I-like receptor signaling pathway'), ('hsa04657', 'IL-17 signaling pathway'), ('hsa04668', 'TNF signaling pathway'), ('hsa04936', 'Alcoholic liver disease'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05222', 'Small cell lung cancer'), ('hsa05417', 'Lipid and atherosclerosis')]"
7188,['(RefSeq) TNF receptor associated factor 5'],1q32.3,"[('hsa04064', 'NF-kappa B signaling pathway'), ('hsa04217', 'Necroptosis'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04657', 'IL-17 signaling pathway'), ('hsa04668', 'TNF signaling pathway'), ('hsa05131', 'Shigellosis'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05222', 'Small cell lung cancer')]"
6714,"['(RefSeq) SRC proto-oncogene, non-receptor tyrosine kinase']",20q11.23,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04015', 'Rap1 signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04137', 'Mitophagy - animal'), ('hsa04144', 'Endocytosis'), ('hsa04360', 'Axon guidance'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04510', 'Focal adhesion'), ('hsa04520', 'Adherens junction'), ('hsa04530', 'Tight junction'), ('hsa04540', 'Gap junction'), ('hsa04611', 'Platelet activation'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04727', 'GABAergic synapse'), ('hsa04750', 'Inflammatory mediator regulation of TRP channels'), ('hsa04810', 'Regulation of actin cytoskeleton'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04917', 'Prolactin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa05100', 'Bacterial invasion of epithelial cells'), ('hsa05120', 'Epithelial cell signaling in Helicobacter pylori infection'), ('hsa05130', 'Pathogenic Escherichia coli infection'), ('hsa05131', 'Shigellosis'), ('hsa05135', 'Yersinia infection'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05219', 'Bladder cancer'), ('hsa05417', 'Lipid and atherosclerosis'), ('hsa05418', 'Fluid shear stress and atherosclerosis')]"
1642,['(RefSeq) damage specific DNA binding protein 1'],11q12.2,"[('hsa03420', 'Nucleotide excision repair'), ('hsa04120', 'Ubiquitin mediated proteolysis'), ('hsa05161', 'Hepatitis B'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis')]"
5594,['(RefSeq) mitogen-activated protein kinase 1'],22q11.22,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04015', 'Rap1 signaling pathway'), ('hsa04022', 'cGMP-PKG signaling pathway'), ('hsa04024', 'cAMP signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04072', 'Phospholipase D signaling pathway'), ('hsa04114', 'Oocyte meiosis'), ('hsa04140', 'Autophagy - animal'), ('hsa04150', 'mTOR signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04218', 'Cellular senescence'), ('hsa04261', 'Adrenergic signaling in cardiomyocytes'), ('hsa04270', 'Vascular smooth muscle contraction'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04360', 'Axon guidance'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04371', 'Apelin signaling pathway'), ('hsa04380', 'Osteoclast differentiation'), ('hsa04510', 'Focal adhesion'), ('hsa04520', 'Adherens junction'), ('hsa04540', 'Gap junction'), ('hsa04550', 'Signaling pathways regulating pluripotency of stem cells'), ('hsa04611', 'Platelet activation'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04620', 'Toll-like receptor signaling pathway'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04657', 'IL-17 signaling pathway'), ('hsa04658', 'Th1 and Th2 cell differentiation'), ('hsa04659', 'Th17 cell differentiation'), ('hsa04660', 'T cell receptor signaling pathway'), ('hsa04662', 'B cell receptor signaling pathway'), ('hsa04664', 'Fc epsilon RI signaling pathway'), ('hsa04666', 'Fc gamma R-mediated phagocytosis'), ('hsa04668', 'TNF signaling pathway'), ('hsa04713', 'Circadian entrainment'), ('hsa04720', 'Long-term potentiation'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04723', 'Retrograde endocannabinoid signaling'), ('hsa04724', 'Glutamatergic synapse'), ('hsa04725', 'Cholinergic synapse'), ('hsa04726', 'Serotonergic synapse'), ('hsa04730', 'Long-term depression'), ('hsa04810', 'Regulation of actin cytoskeleton'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04916', 'Melanogenesis'), ('hsa04917', 'Prolactin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04928', 'Parathyroid hormone synthesis, secretion and action'), ('hsa04929', 'GnRH secretion'), ('hsa04930', 'Type II diabetes mellitus'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04934', 'Cushing syndrome'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa04960', 'Aldosterone-regulated sodium reabsorption'), ('hsa05010', 'Alzheimer disease'), ('hsa05020', 'Prion disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05034', 'Alcoholism'), ('hsa05130', 'Pathogenic Escherichia coli infection'), ('hsa05131', 'Shigellosis'), ('hsa05132', 'Salmonella infection'), ('hsa05133', 'Pertussis'), ('hsa05135', 'Yersinia infection'), ('hsa05140', 'Leishmaniasis'), ('hsa05142', 'Chagas disease'), ('hsa05145', 'Toxoplasmosis'), ('hsa05152', 'Tuberculosis'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05221', 'Acute myeloid leukemia'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05231', 'Choline metabolism in cancer'), ('hsa05235', 'PD-L1 expression and PD-1 checkpoint pathway in cancer'), ('hsa05417', 'Lipid and atherosclerosis')]"
5595,['(RefSeq) mitogen-activated protein kinase 3'],16p11.2,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04015', 'Rap1 signaling pathway'), ('hsa04022', 'cGMP-PKG signaling pathway'), ('hsa04024', 'cAMP signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04072', 'Phospholipase D signaling pathway'), ('hsa04114', 'Oocyte meiosis'), ('hsa04140', 'Autophagy - animal'), ('hsa04150', 'mTOR signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04218', 'Cellular senescence'), ('hsa04261', 'Adrenergic signaling in cardiomyocytes'), ('hsa04270', 'Vascular smooth muscle contraction'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04360', 'Axon guidance'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04371', 'Apelin signaling pathway'), ('hsa04380', 'Osteoclast differentiation'), ('hsa04510', 'Focal adhesion'), ('hsa04520', 'Adherens junction'), ('hsa04540', 'Gap junction'), ('hsa04550', 'Signaling pathways regulating pluripotency of stem cells'), ('hsa04611', 'Platelet activation'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04620', 'Toll-like receptor signaling pathway'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04657', 'IL-17 signaling pathway'), ('hsa04658', 'Th1 and Th2 cell differentiation'), ('hsa04659', 'Th17 cell differentiation'), ('hsa04660', 'T cell receptor signaling pathway'), ('hsa04662', 'B cell receptor signaling pathway'), ('hsa04664', 'Fc epsilon RI signaling pathway'), ('hsa04666', 'Fc gamma R-mediated phagocytosis'), ('hsa04668', 'TNF signaling pathway'), ('hsa04713', 'Circadian entrainment'), ('hsa04720', 'Long-term potentiation'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04723', 'Retrograde endocannabinoid signaling'), ('hsa04724', 'Glutamatergic synapse'), ('hsa04725', 'Cholinergic synapse'), ('hsa04726', 'Serotonergic synapse'), ('hsa04730', 'Long-term depression'), ('hsa04810', 'Regulation of actin cytoskeleton'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04916', 'Melanogenesis'), ('hsa04917', 'Prolactin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04928', 'Parathyroid hormone synthesis, secretion and action'), ('hsa04929', 'GnRH secretion'), ('hsa04930', 'Type II diabetes mellitus'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04934', 'Cushing syndrome'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa04960', 'Aldosterone-regulated sodium reabsorption'), ('hsa05010', 'Alzheimer disease'), ('hsa05020', 'Prion disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05034', 'Alcoholism'), ('hsa05130', 'Pathogenic Escherichia coli infection'), ('hsa05131', 'Shigellosis'), ('hsa05132', 'Salmonella infection'), ('hsa05133', 'Pertussis'), ('hsa05135', 'Yersinia infection'), ('hsa05140', 'Leishmaniasis'), ('hsa05142', 'Chagas disease'), ('hsa05145', 'Toxoplasmosis'), ('hsa05152', 'Tuberculosis'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05221', 'Acute myeloid leukemia'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05231', 'Choline metabolism in cancer'), ('hsa05235', 'PD-L1 expression and PD-1 checkpoint pathway in cancer'), ('hsa05417', 'Lipid and atherosclerosis')]"
